assemblages;jar;run;day;file_name;TA;dTA;swd;temp;sal;;;
Spi_A1;jar1;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_10_48.csv;2,535701872;0,02229580938339;1061,947863;26,62;34,4;;;
Spi_B1;jar2;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_16_18.csv;2,531580353;0,02655362411189;1061,947863;26,62;34,4;;;
Spi_D1;jar3;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_22_19.csv;2,546514292;0,01110850387143;1061,947863;26,62;34,4;;;
Mdi_C1;jar4;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_27_53.csv;2,540553943;0,01728024868669;1061,947863;26,62;34,4;;;
Mdi_A1;jar5;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_34_12.csv;2,553972681;0,00350133157869;1061,947863;26,62;34,4;;;
Mdi_D1;jar6;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_39_43.csv;2,541784199;0,01599873864254;1061,947863;26,62;34,4;;;
Pru_D1;jar7;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_45_55.csv;2,561866638;-0,00475904584547;1061,947863;26,62;34,4;;;
Pru_E2;jar8;run1;day3;Alkalinity_preT7_5[1]_24_07_19-10_54_38.csv;2,580617818;-0,02402177174443;1061,947863;26,62;34,4;;;
Pru_A1;jar9;run1;day3;Alkalinity_preT7_5[1]_24_07_19-11_03_24.csv;2,561444013;-0,00421572556151;1061,947863;26,62;34,4;;;
control;jar10;run1;day3;Alkalinity_preT7_5[1]_24_07_19-11_09_15.csv;2,557231669;;1061,947863;26,62;34,4;;;
Spi_A2;jar1;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_24_29.csv;2,527728207;0,04008980023557;1061,947863;26,62;34,4;;;
Spi_B2;jar2;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_30_49.csv;2,535692571;0,03186817156961;1061,947863;26,62;34,4;;;
Spi_D2;jar3;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_37_57.csv;2,52267702;0,04530663674763;1061,947863;26,62;34,4;;;
Mdi_C3;jar4;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_43_41.csv;2,535035301;0,03253094105620;1061,947863;26,62;34,4;;;
Mdi_A3;jar5;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_49_51.csv;2,544020361;0,02324158750524;1061,947863;26,62;34,4;;;
Mdi_D3;jar6;run2;day3;Alkalinity_preT7_5[1]_24_07_19-12_56_54.csv;2,533669715;0,03395259748392;1061,947863;26,62;34,4;;;
Pru_D3;jar7;run2;day3;Alkalinity_preT7_5[1]_24_07_19-13_02_28.csv;2,547509126;0,01963244168170;1061,947863;26,62;34,4;;;
Pru_E3;jar8;run2;day3;Alkalinity_preT7_5[1]_24_07_19-13_08_49.csv;2,550288133;0,01686116557417;1061,947863;26,62;34,4;;;
Pru_A3;jar9;run2;day3;Alkalinity_preT7_5[1]_24_07_19-13_15_01.csv;2,547082899;0,02006388356451;1061,947863;26,62;34,4;;;
control;jar10;run2;day3;Alkalinity_preT7_5[1]_24_07_19-13_21_26.csv;2,566496132;;1061,947863;26,62;34,4;;;
Spi_A4;jar1;run3;day3;Alkalinity_preT7_5[1]_24_07_19-14_41_03.csv;2,488413552;0,05735672323546;1061,947863;26,62;34,4;;;
Spi_B3;jar2;run3;day3;Alkalinity_preT7_5[1]_24_07_19-14_49_10.csv;2,52462029;0,02000415070887;1061,947863;26,62;34,4;;;
Spi_D4;jar3;run3;day3;Alkalinity_preT7_5[1]_24_07_19-14_55_23.csv;2,521878323;0,02275510215370;1061,947863;26,62;34,4;;;
Mdi_C4;jar4;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_01_44.csv;2,533920361;0,01039864345647;1061,947863;26,62;34,4;;;
Mdi_A4;jar5;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_08_36.csv;2,51554977;0,02929165391368;1061,947863;26,62;34,4;;;
Mdi_D4;jar6;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_14_00.csv;2,5201432;0,02453075239938;1061,947863;26,62;34,4;;;
Pru_D4;jar7;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_20_08.csv;2,528280858;0,01621647241829;1061,947863;26,62;34,4;;;
Pru_E4;jar8;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_25_43.csv;2,527817089;0,01659591814888;1061,947863;26,62;34,4;;;
Pru_A4;jar9;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_31_25.csv;2,532969971;0,01126170198399;1061,947863;26,62;34,4;;;
control;jar10;run3;day3;Alkalinity_preT7_5[1]_24_07_19-15_37_04.csv;2,543871907;;1061,947863;26,62;34,4;;;
